Date,Consumption,Temperature,Humidity,Wind_Speed,Cloud_Cover,Day_of_Week,Month,Holiday,Season,Power_Factor,Region,Time_of_Day,Building_Usage
2015-02-28 20:00:00,483.5128438103865,17.849944244453457,70.85929076892481,1.8452126097224109,1.23601146867659,5,2,1,Summer,0.713402509126781,West,Evening,Residential
2015-02-28 21:00:00,372.007629871022,2.648751542892523,49.555706905911144,5.692541343215895,98.27465175853001,5,2,1,Winter,0.705681029428374,West,Afternoon,Industrial
2015-02-28 22:00:00,531.8203574906917,21.1081792008363,42.344985883187945,3.6616402837812956,22.89219039189557,5,2,1,Spring,0.8960488344071933,West,Night,Industrial
2015-02-28 23:00:00,471.9027978267041,0.44622105339165685,37.185724633207194,15.905407976114962,15.68798500574664,5,2,0,Fall,0.922376683415917,West,Afternoon,Commercial
2015-03-01 00:00:00,745.2514730246002,1.3274750817021594,32.72249181824894,4.713467395308049,46.63821039412214,6,3,0,Winter,0.8423552305838882,West,Morning,Industrial
2015-03-01 01:00:00,446.636775679459,22.22115289334016,35.98601141667147,6.38484045744292,53.048666499428975,6,3,1,Spring,0.9286280946740999,South,Afternoon,Residential
2015-03-01 02:00:00,287.6990249748199,12.332417360608165,57.755413723808715,14.759459530724781,89.13626236256216,6,3,0,Fall,0.9380498847145698,East,Morning,Industrial
2015-03-01 03:00:00,340.8445130149308,6.671415186138418,53.321056321912934,11.2734018661312,98.92351934434778,6,3,1,Summer,0.8561890787221832,North,Afternoon,Commercial
2015-03-01 04:00:00,610.8981398729321,19.287024134920664,89.55158340088394,5.232001611920303,29.311985030845488,6,3,0,Fall,0.9869899668918611,East,Morning,Industrial
2015-03-01 05:00:00,369.30914305083274,29.371392036184375,72.76561228151533,16.55197724791039,36.95738040063718,6,3,1,Winter,0.7064964018613271,West,Morning,Residential
2015-03-01 06:00:00,495.584472852975,25.745295787512063,74.81094085455511,9.906530642771695,57.77695328014191,6,3,0,Summer,0.8712158732153684,North,Afternoon,Residential
2015-03-01 07:00:00,375.02127560988947,33.30716464035143,88.82359746496194,19.098218443287955,41.15867686533859,6,3,0,Fall,0.8726550601590178,East,Morning,Commercial
2015-03-01 08:00:00,313.49340650406657,-5.2721866551885785,79.81313969687918,16.645935667960003,67.37531178768262,6,3,0,Winter,0.8208422664077782,South,Morning,Industrial
2015-03-01 09:00:00,466.92273137940566,33.81393376755383,37.778673599283216,7.269171129186884,57.710210421993224,6,3,0,Fall,0.9746637121622068,South,Afternoon,Commercial
2015-03-01 10:00:00,742.9723647172937,11.848582408600535,63.998498218369804,1.5044739614705915,85.8392159632304,6,3,0,Fall,0.946309607288657,South,Afternoon,Industrial
2015-03-01 11:00:00,745.5945551995763,9.038283960164819,76.36301729221458,9.122132370795917,51.73338521020315,6,3,1,Spring,0.8735626439393227,West,Morning,Industrial
2015-03-01 12:00:00,580.1510105523922,-6.517778708117319,45.80899797726113,6.102783766478956,11.841848145559808,6,3,1,Spring,0.7426726959443704,South,Afternoon,Residential
2015-03-01 13:00:00,585.3875638968855,-7.081229108295203,79.57848069894523,0.5661475002459082,70.6174642979376,6,3,1,Spring,0.8820317068792953,West,Evening,Industrial
2015-03-01 14:00:00,369.1170137713177,6.843765767947676,45.37274956385521,2.180202768713717,23.96629355197406,6,3,1,Summer,0.882182460675754,West,Night,Commercial
2015-03-01 15:00:00,826.6149688673918,-0.5012953731139707,76.01303570880916,6.185257959931391,29.84944091369056,6,3,0,Summer,0.8094814656219542,East,Evening,Residential
2015-03-01 16:00:00,467.28943833177846,5.351274669576265,74.28769589008363,13.551637284929434,53.357647720932846,6,3,1,Winter,0.8163345824637472,South,Night,Industrial
2015-03-01 17:00:00,561.9160488563516,7.2397998664519,82.52452693768404,17.375197745225275,58.41572957168428,6,3,0,Fall,0.8557920201908522,North,Afternoon,Industrial
2015-03-01 18:00:00,569.827647096686,25.962906389476878,30.2045697295959,2.447994020370754,53.67322631934518,6,3,1,Winter,0.9595309730281993,South,Night,Industrial
2015-03-01 19:00:00,486.1982576100286,-3.228442315209559,55.04793919125236,13.84937027957376,99.20789978911888,6,3,1,Spring,0.8563566098891371,East,Afternoon,Commercial
2015-03-01 20:00:00,653.8346300534165,-5.384670189572312,84.31069263461927,11.85403933687633,4.789025337200559,6,3,1,Spring,0.8972619360709148,North,Morning,Industrial
2015-03-01 21:00:00,627.3880539703903,-8.535766449342782,34.65166924128847,8.853991938798739,75.40460645449134,6,3,1,Summer,0.9377291818293718,North,Evening,Commercial
2015-03-01 22:00:00,376.8676433075401,-8.755102533198546,52.48097972945815,2.4893935726801497,87.04442513973123,6,3,1,Summer,0.8328422806050118,East,Evening,Industrial
2015-03-01 23:00:00,785.5830571476854,12.923534748587908,72.66064668765955,3.6076652531935838,16.464322788914142,6,3,1,Spring,0.8478051943201879,North,Afternoon,Commercial
2015-03-02 00:00:00,763.482130898042,18.399525219513805,61.64727956015217,0.8508797529318723,86.0800683396377,0,3,0,Spring,0.7542270835157084,East,Morning,Residential
2015-03-02 01:00:00,322.2706199929882,19.54466662878862,35.53503603195841,7.6585902013513,13.922463551955433,0,3,0,Spring,0.8685549897937568,South,Afternoon,Residential
2015-03-02 02:00:00,397.0484097378203,1.5695437059301796,78.12166290642983,16.634913383649078,52.69709235996757,0,3,0,Winter,0.8941099277054213,South,Night,Commercial
2015-03-02 03:00:00,555.89231032898,1.574356159721777,68.63623146844247,0.5143100149584501,49.51141280448654,0,3,1,Spring,0.7032093908835307,South,Afternoon,Residential
2015-03-02 04:00:00,711.6061478344438,23.455797480644343,32.765916189080826,1.2109450222506957,84.1080531454822,0,3,0,Fall,0.7893199108148776,West,Morning,Commercial
2015-03-02 05:00:00,629.2331625131931,5.820590210774361,39.21288292166328,10.062505124748036,93.98879800271592,0,3,0,Fall,0.8915630506434205,North,Night,Industrial
2015-03-02 06:00:00,468.61845143167204,-8.350405081492392,75.34195400444196,2.9973231148118717,27.371260694761055,0,3,1,Spring,0.9321269958156171,West,Afternoon,Commercial
2015-03-02 07:00:00,442.5760024549322,39.412088695753845,81.50637618122119,17.32387031759561,4.322133444264131,0,3,1,Winter,0.7384901932350149,East,Night,Commercial
2015-03-02 08:00:00,271.6417141118572,28.546498217425935,76.7192650119982,9.085520174452826,51.901824387752214,0,3,0,Summer,0.8438710689789016,East,Afternoon,Residential
2015-03-02 09:00:00,420.3495437538903,12.189820000096365,39.996445791185096,6.5194286279410445,10.540806215023224,0,3,1,Winter,0.8313431916211436,East,Morning,Residential
2015-03-02 10:00:00,668.0175989523595,34.95722122146808,58.476334010158254,18.70618057303861,57.491578370126376,0,3,1,Spring,0.8130919780487538,South,Afternoon,Commercial
2015-03-02 11:00:00,479.9173607393253,25.919088917050367,54.37557964166612,4.0166768995662405,7.323492818307653,0,3,0,Summer,0.7882815630787338,West,Evening,Commercial
2015-03-02 12:00:00,707.1305877916683,26.205761349514525,60.93806013680023,12.57907681465798,59.45272606346015,0,3,0,Fall,0.764106258536163,South,Night,Commercial
2015-03-02 13:00:00,616.8319366328616,-6.1367809653992875,53.70454352564467,7.346658280695511,13.096626859180926,0,3,1,Winter,0.8589199628558513,West,Night,Residential
2015-03-02 14:00:00,279.5959173437492,21.415853844055768,62.8621600811843,15.617468977865096,56.96094535731431,0,3,0,Fall,0.8481635819420948,West,Afternoon,Residential
2015-03-02 15:00:00,370.0111784092512,13.12687992115045,67.21512755428853,11.151068178019038,20.666987478287346,0,3,0,Fall,0.8011599630436086,North,Morning,Industrial
2015-03-02 16:00:00,610.9876215055607,25.169420051907444,39.35341579131024,15.040594243182658,92.21916453151199,0,3,0,Winter,0.8474441349250076,West,Afternoon,Commercial
2015-03-02 17:00:00,293.15792299056136,34.138644846478726,84.73217156432042,15.3006974607137,0.32005569822769475,0,3,0,Spring,0.7461214847003312,West,Night,Industrial
2015-03-02 18:00:00,448.4735238649187,6.053172203541411,72.35503202430482,13.80734875662402,76.56974604110536,0,3,0,Fall,0.7570674426367445,South,Night,Commercial
2015-03-02 19:00:00,592.0465295662912,4.847543700393345,55.97194793114727,0.776052271073453,91.63417477422473,0,3,0,Winter,0.825905157002433,South,Night,Residential
2015-03-02 20:00:00,484.33746389129226,31.180839842712885,70.04932609238375,4.7418675648359105,13.128278282043093,0,3,1,Winter,0.8745494581357212,South,Night,Residential
2015-03-02 21:00:00,522.1610774763948,23.52019736837851,48.62270144537585,5.0474126885910975,43.5430567328533,0,3,0,Winter,0.8055091216992638,East,Night,Industrial
2015-03-02 22:00:00,645.4763137189885,-8.260620614048433,85.45668432430085,8.002939280374955,31.234747567483822,0,3,0,Fall,0.9694572709160539,South,Afternoon,Industrial
2015-03-02 23:00:00,577.2529483619973,35.402927579970125,79.57363821077945,8.722270290717358,87.88551895481399,0,3,1,Winter,0.7547287274921443,East,Night,Residential
2015-03-03 00:00:00,408.2730012978096,1.9801784697950833,86.47142853773067,8.7603064829211,97.49079077031563,1,3,0,Fall,0.8787561457847061,North,Morning,Residential
2015-03-03 01:00:00,604.2136259976725,33.88517210867943,79.00490457680944,7.167387514408759,85.82605705347866,1,3,0,Fall,0.9444796781924109,West,Morning,Industrial
2015-03-03 02:00:00,560.2598432104614,27.599114746461737,87.92492511810893,7.700590277252499,65.74592384061727,1,3,1,Summer,0.7178460978479636,South,Evening,Residential
2015-03-03 03:00:00,458.72004744735676,7.351633037119559,43.4450919911365,0.5382324232279889,5.957900668896787,1,3,1,Winter,0.9385464833464747,West,Night,Commercial
2015-03-03 04:00:00,816.1194698962344,22.99197230459223,85.80071320333221,8.262808470834047,49.1297220666142,1,3,0,Summer,0.8542303277385201,South,Morning,Industrial
2015-03-03 05:00:00,374.9796009641475,36.66718110222232,40.19381665108426,3.601915224506007,36.22502888746024,1,3,1,Fall,0.7458119822098684,North,Night,Commercial
2015-03-03 06:00:00,353.72128647521754,29.70252149723833,50.0104208418519,3.1203473862901787,95.79837267087595,1,3,1,Fall,0.9618518005574592,East,Evening,Industrial
2015-03-03 07:00:00,457.6455033211521,-7.839773311300215,75.69391632891262,3.81379660690766,68.7092630907837,1,3,1,Summer,0.7763450153058519,East,Night,Industrial
2015-03-03 08:00:00,724.4790744447203,11.94914130670183,46.18193608136262,4.9837888781875765,38.160231321581314,1,3,0,Spring,0.759118144349093,South,Afternoon,Commercial
2015-03-03 09:00:00,603.8279358628179,-7.935707478493677,54.36593499427744,12.177599226522704,63.480619802490125,1,3,1,Spring,0.9426450860032121,West,Morning,Industrial
2015-03-03 10:00:00,697.7303896213796,10.274263609428466,43.21792936791864,6.586638089765595,38.73972843831026,1,3,1,Spring,0.8238467895484338,North,Afternoon,Residential
2015-03-03 11:00:00,600.5480779344007,38.357509752049985,86.58639686079412,10.70401852380473,34.02048401799412,1,3,0,Spring,0.8821004970248325,West,Night,Residential
2015-03-03 12:00:00,611.2326308551478,-3.4477209965761393,62.04751625023025,11.83027095868459,67.31462298437305,1,3,1,Fall,0.9746486561923748,West,Morning,Industrial
2015-03-03 13:00:00,293.6324573600462,21.105268375802975,36.969712497620684,4.4809780388980585,4.480422182786481,1,3,0,Spring,0.9183088633301582,South,Morning,Commercial
2015-03-03 14:00:00,499.7337496920153,10.408847209400594,69.73695856288073,1.4238404101506918,50.027857530281764,1,3,1,Fall,0.7092204891809848,South,Afternoon,Commercial
2015-03-03 15:00:00,286.20075315549786,-5.494627220754036,76.48550614403656,9.461927327355133,63.34475686596848,1,3,0,Winter,0.8316943776013823,North,Evening,Industrial
2015-03-03 16:00:00,582.4558924676385,38.064842008417735,57.643363456441065,17.334358943231848,74.43078428195034,1,3,0,Fall,0.888132985250075,North,Evening,Residential
2015-03-03 17:00:00,664.2928132129351,28.533090608365143,76.58312606715796,7.902122893783467,76.29267508895585,1,3,0,Summer,0.8727961953831345,West,Afternoon,Commercial
2015-03-03 18:00:00,618.2122293309336,17.049685207918678,45.59343338970969,12.548955858052889,20.71886351125919,1,3,1,Spring,0.8860241762711043,East,Evening,Residential
2015-03-03 19:00:00,531.8521588046193,5.077680073238698,66.5689960659316,15.946094688410744,34.379516996369745,1,3,1,Winter,0.9765484968586893,South,Night,Commercial
2015-03-03 20:00:00,660.7442814908148,27.98334132058963,40.32047822169323,6.422522217802474,47.09450555882175,1,3,0,Fall,0.7467037414147235,East,Evening,Residential
2015-03-03 21:00:00,514.6428332077994,37.73960199828465,48.15723474881304,3.4900435994054524,44.679551461130664,1,3,0,Winter,0.7797237375329239,East,Morning,Residential
2015-03-03 22:00:00,650.9479852048441,25.608758933448662,37.97667859777929,12.063949882524263,5.034514957864733,1,3,0,Winter,0.7575118051431519,East,Afternoon,Industrial
2015-03-03 23:00:00,342.47143333848,4.637652739389317,61.565832491930294,14.16678648532873,15.654174267283627,1,3,1,Winter,0.7576549842072193,North,Morning,Commercial
2015-03-04 00:00:00,335.0000999326319,8.040097861768995,65.53532394842536,2.0810974021673245,21.18866986946908,2,3,1,Summer,0.8128683425331376,East,Morning,Industrial
2015-03-04 01:00:00,650.831231959771,39.550285846638445,67.97723250112526,4.544772514252056,20.87060263597813,2,3,1,Summer,0.9761233405937023,South,Afternoon,Residential
2015-03-04 02:00:00,470.2597645381167,-4.508121467589739,73.96985253685862,19.31043033838265,96.34010166367892,2,3,1,Winter,0.840401335574521,South,Evening,Industrial
2015-03-04 03:00:00,459.24737197502543,23.891456585860517,81.03191533654636,11.279519137790526,27.573631284708654,2,3,0,Winter,0.7829588112138006,West,Night,Industrial
2015-03-04 04:00:00,713.0859097975499,5.789640579761549,38.24977210397716,17.714664465054227,11.930198013899817,2,3,1,Winter,0.7194658522345195,West,Night,Residential
2015-03-04 05:00:00,526.3113403608913,35.161385989736516,67.09480139636345,8.954531766560976,84.31134654022293,2,3,0,Spring,0.9134757897912917,West,Afternoon,Commercial
2015-03-04 06:00:00,575.1020102498505,19.760279069897116,60.6417966953791,8.524695652524702,16.779111446317284,2,3,0,Fall,0.9929078160977188,South,Morning,Residential
2015-03-04 07:00:00,486.55554407632513,10.64911209274005,84.11844931552437,4.954782425009232,31.949816722363533,2,3,1,Fall,0.968736417943536,South,Evening,Commercial
2015-03-04 08:00:00,486.0969058299124,0.2505113418881848,33.04085059740407,15.812696496669943,96.1559751902957,2,3,1,Winter,0.9680873588558991,West,Night,Industrial
2015-03-04 09:00:00,400.6653016919889,38.97023839752708,61.474847376617376,0.18053447434895675,82.78038635296944,2,3,0,Fall,0.7714232528369701,North,Morning,Industrial
2015-03-04 10:00:00,558.179903777165,-7.743541250786575,85.55151801905797,1.3678682417182375,67.10616937602346,2,3,0,Fall,0.7399832121802781,South,Afternoon,Residential
2015-03-04 11:00:00,576.2102526414494,28.802466458165277,33.48514916649928,13.26630426177054,38.92187839698952,2,3,0,Summer,0.7388953661994173,North,Night,Commercial
2015-03-04 12:00:00,485.23264780629074,9.869044020097121,54.14725492762515,12.409786911024401,83.8360485347749,2,3,1,Fall,0.8560270225189925,South,Evening,Commercial
2015-03-04 13:00:00,634.0363018886685,-7.795400979982372,70.11202852530559,11.49322915356531,43.62358104043367,2,3,1,Summer,0.9955879647315509,South,Afternoon,Residential
2015-03-04 14:00:00,518.0911963734103,25.571351274403632,47.224891350992664,16.26680944738928,22.919017782544802,2,3,0,Spring,0.7627723247373075,West,Night,Residential
2015-03-04 15:00:00,596.8634226581861,34.44200302053724,37.49819101702685,3.0504717885017496,93.6677058107807,2,3,0,Spring,0.8111707706073982,East,Afternoon,Commercial
2015-03-04 16:00:00,368.31601995830124,6.048225512074794,48.55521134484897,3.079824122517858,3.8584477672858886,2,3,0,Winter,0.8470332799253363,North,Evening,Residential
2015-03-04 17:00:00,614.9764211510601,12.058659105516004,65.30151679040941,0.7671168018313912,36.78122435101333,2,3,1,Winter,0.8650505377002193,South,Evening,Commercial
2015-03-04 18:00:00,262.3418000071613,5.096576635925201,81.94485610022593,1.5656159242199186,77.24298489629217,2,3,1,Spring,0.8864528592490801,North,Morning,Residential
2015-03-04 19:00:00,344.96093097152084,17.858878964770106,65.74557383110894,12.035859638389287,41.42387239269052,2,3,1,Spring,0.9683553854060681,South,Afternoon,Industrial
2015-03-04 20:00:00,543.7889596621924,-7.0908309193591,81.68564045419186,17.57456383345134,98.93192803752902,2,3,0,Fall,0.8487685217180928,West,Afternoon,Industrial
2015-03-04 21:00:00,258.5662987533939,8.433276610231715,38.107841993070636,10.25494637814241,1.9919795384714112,2,3,1,Fall,0.8635932284028657,West,Night,Residential
2015-03-04 22:00:00,590.6043301055639,32.54021121851123,72.48442942992465,0.49047878227311603,57.73021857627836,2,3,0,Fall,0.8900226785802094,West,Morning,Commercial
2015-03-04 23:00:00,398.50741635617374,11.98696057036219,71.37912754656278,8.174141689317354,56.1413750997268,2,3,0,Spring,0.7223537158897916,West,Evening,Industrial
2015-03-05 00:00:00,749.4183310778271,36.56207613863441,89.2736043647837,18.282611860200916,61.95881599971943,3,3,0,Winter,0.8287053283011196,South,Morning,Commercial
2015-03-05 01:00:00,409.219094071928,38.55123230757755,59.614354419921796,8.518049818091995,32.78166041139367,3,3,0,Fall,0.7653597942011471,South,Evening,Commercial
2015-03-05 02:00:00,347.3638244802321,30.59811151742003,43.12071790708217,15.085963825993773,97.57089429150335,3,3,0,Fall,0.838113417675,North,Morning,Industrial
2015-03-05 03:00:00,659.35206004717,32.11979161767363,42.644138763547076,3.2618681415906736,52.064518357120015,3,3,1,Fall,0.8970534751913825,East,Morning,Commercial
2015-03-05 04:00:00,510.26188737921655,9.658952486317961,63.90853064708468,1.3799781009968415,93.5280451966785,3,3,1,Summer,0.9213607139730327,West,Evening,Commercial
2015-03-05 05:00:00,637.1100279002666,12.648421263113764,59.62874813444907,5.363327792530878,46.3183716825373,3,3,1,Spring,0.8336968218560559,East,Evening,Industrial
2015-03-05 06:00:00,457.8037572494649,31.769658169279758,32.8512885361122,9.626056343976867,32.85778100916976,3,3,1,Spring,0.703048365962336,East,Evening,Commercial
2015-03-05 07:00:00,344.4650018324701,19.025660972504376,87.99520314210329,7.098854026502714,38.74835380285086,3,3,0,Fall,0.9551379591859728,South,Night,Residential
2015-03-05 08:00:00,364.9147895379301,18.123797067340263,79.00680620330681,18.716240800223254,29.724352835648947,3,3,0,Fall,0.8821340625485071,North,Morning,Residential
2015-03-05 09:00:00,440.166720412263,-3.2464562594532307,58.22814138518252,5.563684910304532,93.65599080956557,3,3,1,Spring,0.7418648497312675,West,Afternoon,Residential
2015-03-05 10:00:00,499.6021643489067,30.948348726865206,74.94674507682896,19.486211724285567,39.22346353308417,3,3,0,Spring,0.7636752827741922,North,Night,Residential
2015-03-05 11:00:00,491.5988189439149,23.58973002327769,37.51568265023692,2.325768951666174,47.77858183037574,3,3,1,Summer,0.8525499475284907,North,Morning,Commercial
2015-03-05 12:00:00,500.5422265150322,6.275777454508489,46.582387440222725,3.5601125350533835,37.580934619488296,3,3,0,Winter,0.7194238342819437,West,Afternoon,Residential
2015-03-05 13:00:00,514.1811061020856,33.72388199929698,71.35693402820286,13.43984473079233,13.894591012627721,3,3,1,Summer,0.7064258076761166,West,Night,Industrial
2015-03-05 14:00:00,408.1482389651396,24.784561118129872,72.47041566417212,6.755368457873685,94.85265377060003,3,3,0,Fall,0.8683009217985564,East,Morning,Industrial
2015-03-05 15:00:00,414.01274671255686,-8.79445847884471,36.12799665002878,2.8871908758745324,46.95821738722359,3,3,0,Spring,0.7390370636471094,South,Evening,Residential
2015-03-05 16:00:00,240.40811327802754,24.810818681093778,52.33795373185905,17.07646687897847,37.66515827822276,3,3,0,Winter,0.8245679313723078,West,Afternoon,Residential
2015-03-05 17:00:00,868.0028935309656,36.98223970114558,38.81481406885709,12.691709256455823,15.049061890327343,3,3,0,Fall,0.9807027091816736,West,Morning,Commercial
2015-03-05 18:00:00,376.27460015427926,16.783464542432554,40.58188983700786,17.117330106407238,98.23399160200637,3,3,0,Spring,0.9701588177313519,South,Evening,Commercial
2015-03-05 19:00:00,788.6100969068348,0.22057541386813817,68.84191520948488,17.35896062658001,74.68543342806937,3,3,1,Fall,0.720775285490218,South,Afternoon,Commercial
2015-03-05 20:00:00,67.03672865195932,18.14776576854771,53.65709846033995,3.6272080550999686,7.618472342892368,3,3,0,Spring,0.9051356106622666,West,Evening,Commercial
2015-03-05 21:00:00,511.95563662502366,15.52882595835107,49.49753277337184,1.392454280747255,90.27772720438078,3,3,0,Summer,0.7598003997705854,South,Night,Residential
2015-03-05 22:00:00,349.0292017291767,10.683942084582618,89.41427158718946,1.2624584658489368,44.37809112117983,3,3,0,Fall,0.7546330386794046,South,Night,Residential
2015-03-05 23:00:00,424.72870834359145,-1.1550520998364142,54.48352621789175,11.258094367401005,58.319491081055915,3,3,0,Winter,0.888021307143541,East,Morning,Residential
2015-03-06 00:00:00,536.119452985552,2.5040930378608586,44.0494439468799,14.993439749689712,59.85743677057188,4,3,1,Winter,0.8927422754058674,North,Night,Residential
2015-03-06 01:00:00,490.23014704783026,1.76131396560905,63.564066591415,3.060192820508245,89.11509467047051,4,3,1,Spring,0.9235686322201737,North,Evening,Residential
2015-03-06 02:00:00,527.8337490053068,-5.434741419161023,87.26245801151947,2.8282473471362257,33.13216578355641,4,3,1,Winter,0.7403648144174365,West,Evening,Industrial
2015-03-06 03:00:00,519.0180619426467,34.26796111549735,67.64471597460188,18.043403766481575,67.5578899406214,4,3,1,Fall,0.7596402531464065,East,Morning,Commercial
2015-03-06 04:00:00,508.719663428743,5.958988928905683,45.13039005479742,19.515584146135247,42.35162080188921,4,3,1,Fall,0.8736993768964901,North,Afternoon,Commercial
2015-03-06 05:00:00,260.0793979924035,-2.7502094399368033,83.82726636311784,6.9880713526722005,62.89231670093638,4,3,1,Spring,0.7586349064068246,East,Evening,Commercial
2015-03-06 06:00:00,510.6015277066992,15.004598836941245,77.28843261168622,10.469763838643297,87.47509669191807,4,3,1,Fall,0.7746059549205606,West,Night,Commercial
2015-03-06 07:00:00,656.4864612073919,14.61289418032056,39.51679794046825,2.806156539814537,30.927575860075752,4,3,1,Winter,0.9851232866206019,North,Evening,Commercial
2015-03-06 08:00:00,597.9194949067324,10.084049038698641,33.89808895393358,19.94939840092176,39.3231306708989,4,3,1,Summer,0.9917853422907479,North,Night,Commercial
2015-03-06 09:00:00,440.7337539246483,21.90684675699524,44.34307277774767,0.4639377727737326,18.710866558525517,4,3,0,Fall,0.9159166307809742,West,Morning,Industrial
2015-03-06 10:00:00,232.43205072673527,-8.301027808190483,48.5995239317631,3.469832673516866,44.66928914498156,4,3,0,Winter,0.7365776737702049,South,Evening,Residential
2015-03-06 11:00:00,341.2776459464394,1.198831847932361,64.35323266369198,2.8805651141744892,8.134577154603463,4,3,1,Summer,0.9777779774232511,South,Afternoon,Industrial
2015-03-06 12:00:00,455.96468756598944,37.09384863817159,73.37820359947148,14.01603286669233,17.15828222380933,4,3,1,Spring,0.866943582465753,North,Morning,Residential
2015-03-06 13:00:00,423.8324303123363,31.687260886231684,52.295927721658536,6.989471235315481,14.491335787206916,4,3,1,Winter,0.7529091985652943,West,Evening,Commercial
2015-03-06 14:00:00,420.2213645673303,25.12143122169895,61.61190175815268,19.891477989486113,89.45375049610651,4,3,0,Winter,0.9463687836119237,North,Evening,Industrial
2015-03-06 15:00:00,487.783664073639,1.610478356468068,69.04890529941383,13.09394824647796,76.76517866178452,4,3,1,Spring,0.8610274336805295,South,Night,Industrial
2015-03-06 16:00:00,614.6387602418868,30.361741781828613,74.2278850046521,10.185498491370941,3.359176803361108,4,3,1,Fall,0.7433736319040789,North,Evening,Industrial
2015-03-06 17:00:00,674.0926789112074,0.9091825656482406,71.08072029793219,17.62659013260533,57.22516493375922,4,3,0,Fall,0.7539300303841316,West,Afternoon,Residential
2015-03-06 18:00:00,517.8155130544187,36.337847205698196,81.75751449985663,11.526874636630179,5.2091285225848605,4,3,1,Summer,0.7766862008971642,South,Morning,Commercial
2015-03-06 19:00:00,470.52317556253155,1.530012713315724,44.07811827461404,5.376555553388888,84.66090497859517,4,3,0,Spring,0.7947285378680589,South,Afternoon,Commercial
2015-03-06 20:00:00,565.8622539745727,-5.310939069465444,50.76985761828638,7.807443112409911,27.4533485171511,4,3,0,Fall,0.9862850483808902,North,Morning,Residential
2015-03-06 21:00:00,354.42657471078394,5.139937021324467,66.61983114681024,9.270418824650786,95.40748998533213,4,3,1,Summer,0.7406140850139066,West,Afternoon,Industrial
2015-03-06 22:00:00,441.0391530134976,29.099877913083617,35.22641606626055,12.06865936264336,53.143538355508305,4,3,0,Winter,0.9522230830410845,North,Night,Commercial
2015-03-06 23:00:00,498.2110283302758,-7.5553244448473915,40.962053956868715,15.125500007137225,78.75616150731226,4,3,0,Winter,0.9255959806883226,East,Evening,Commercial
2015-03-07 00:00:00,680.9762890256442,24.84735883619806,47.33980960001607,6.880912032371029,22.050009569097185,5,3,1,Fall,0.8357978139787684,North,Morning,Industrial
2015-03-07 01:00:00,201.7470813809469,30.35935162565125,50.82372905151725,15.779022441874613,48.036742585862605,5,3,0,Summer,0.9490205058743705,West,Morning,Industrial
2015-03-07 02:00:00,322.6078533154292,36.976804809408264,33.451174126746935,1.2400934930257113,7.977340400352107,5,3,0,Fall,0.7924479008991823,West,Afternoon,Commercial
2015-03-07 03:00:00,621.7366952442662,39.01323575535789,57.04143814578467,1.4575185856378337,18.829874141977456,5,3,1,Spring,0.7354318206707099,West,Morning,Residential
2015-03-07 04:00:00,533.8232779571864,33.442856837611046,55.82692168413478,4.998116007248443,35.232688005832266,5,3,0,Winter,0.80621830604658,South,Morning,Commercial
2015-03-07 05:00:00,341.2310796893918,2.085976710201802,44.58934058826032,12.691574787292328,73.74816080833517,5,3,0,Fall,0.9126970451938473,South,Morning,Industrial
2015-03-07 06:00:00,387.4198232176175,24.05710718502268,48.633954724367754,1.2521763628844829,54.6038066850536,5,3,0,Spring,0.956780644090208,South,Evening,Residential
2015-03-07 07:00:00,630.5905060703328,-7.068528085096456,80.28611043548278,18.926924094720174,8.123436527709105,5,3,0,Winter,0.7536745452482486,South,Night,Commercial
2015-03-07 08:00:00,473.84025429025235,10.944732785589164,84.78672404034467,6.686760270893086,49.00333138996545,5,3,0,Spring,0.758810202190831,North,Morning,Industrial
2015-03-07 09:00:00,450.1894275833367,8.401591890033085,30.38827936678483,9.477718264880028,76.23009734605517,5,3,0,Fall,0.7408000806964663,East,Morning,Industrial
2015-03-07 10:00:00,641.0323409484088,-7.192628146606852,87.26220934664516,4.539567861658118,44.98237258919943,5,3,1,Fall,0.8842180122060215,South,Morning,Residential
2015-03-07 11:00:00,395.7441348420053,35.32785690346252,80.15422296339682,1.4963010666652488,83.9374106021712,5,3,0,Spring,0.9429124203341446,East,Afternoon,Residential
2015-03-07 12:00:00,542.0285187354822,16.447338865394105,63.0140511115095,18.83043234720975,3.2224876766726807,5,3,0,Spring,0.924703007620656,South,Morning,Industrial
2015-03-07 13:00:00,610.6392057659358,2.2813804176894017,83.3644138345752,13.970691880101274,21.070309594002268,5,3,0,Summer,0.832647269428368,West,Evening,Commercial
2015-03-07 14:00:00,308.85322415393966,14.42461924209966,60.49895503838001,4.100734731170073,99.80056716086057,5,3,1,Spring,0.9008848383225061,East,Night,Residential
2015-03-07 15:00:00,144.33935114791228,27.397253752787947,53.73004314662069,1.4976027664759473,92.06579662182011,5,3,1,Winter,0.8722093578610574,South,Night,Commercial
2015-03-07 16:00:00,594.0232651261855,29.48040390699989,40.982217107374964,5.121184275499473,98.97106495249255,5,3,1,Fall,0.9233476954645238,South,Evening,Industrial
2015-03-07 17:00:00,418.76605368696175,6.4280653335969475,84.7447440717416,0.14994420898074567,2.2443926163665084,5,3,1,Spring,0.9725690987328115,South,Night,Industrial
2015-03-07 18:00:00,516.4581364022475,-6.874908412688016,45.75613302511485,4.320920947088895,76.17111032144469,5,3,1,Fall,0.949308922131472,West,Afternoon,Commercial
